Charity_Legal_Name,Charity_Website,Town_City,State,Advancing_Education,Promoting_or_protecting_human_rights,Advancing_social_or_public_welfare,Children,Families,Females,Financially_Disadvantaged,Males,People_at_risk_of_homelessness,email,contact
Hamilton Pastoral & Agricultural Society Inc.,http://www.hamiltonshowgrounds.com.au/,Hamilton,VIC,,,,,,,,,,accounts@sheepvention.com,
National Home Mission Fund Of The Anglican Church Of Australia As The Operator Of A Pbi,,Sydney,New South Wales,,,,,,,,,,accountant@anglican.org.au,
Saint John Of God Hospital Auxiliary,sjog.org.au,Geelong,Victoria,,,,,Y,,,,,helenebender@westnet.com.au,407261951
Feeding Young Minds Inc,http://www.feedingyoungminds.org,Oakleigh,VIC,Y,,,,Y,Y,Y,Y,,info@feedingyoungminds.org,
Connections Church Inverloch Inc.,http://connectionschurch.com.au,Inverloch,Victoria,,,,Y,Y,Y,,Y,,info@connectionschurch.com.au,418125832
Lakes Entrance Baptist Church,http://www.lebc.org.au,Lakes Entrance,Victoria,,,,,Y,,,,,admin@lebc.org.au,
Alfred Healthcare Trustsa C H Power Scholarship,,Melbourne,VIC,,,,,,,,,,charitableadmin@eqt.com.au,
Anglican Parish Of Westmeadows/Bulla,https://www.anglicanwestmeadowsbulla.com.au,Westmeadows,Victoria,,,,,Y,,,,,admin@anglicanwestmeadowsbulla.com.au,
J & X Charity Association Incorporated,,Carlton,Victoria,,,,,Y,,,,,angela@paragonco.com.au,401682937
Monash University,https://www.monash.edu/,Clayton,Victoria,Y,,,,,Y,Y,Y,,richard.long1@monash.edu,
Ballarat Pink Phoenix Breast Cancer Support Group Inc.,www.ballaratpinkphoenix.org.au,Sebastopol,Victoria,,,,,,Y,,,,ballaratpinkphoenix@gmail.com,
Friends Of Stony Creek,http://www.geocities.ws/stonyck/,Yarraville,Victoria,,,,Y,Y,,,,,stony_au@yahoo.com,
Werribee Gospel Trust,,,,,,,,,,,,,corporate.au@pbccservices.com,
The Basin Theatre Group Inc,www.thebasintheatre.org.au,The Basin,Victoria,,,,,Y,,,,,treasurer@thebasintheatre.org.au,
The Turkish Islamic Society Mildura Inc.,,Mildura,Victoria,,,,,Y,,Y,,,gj.milner56@gmail.com,0413 627 428
The Trustee For Beit Rafael Benevolent Institution,www.beitrafael.org,St Kilda East,Victoria,,,,Y,Y,Y,Y,Y,Y,adina@beitrafael.org,
Chairo Parent Governed Christian Education Limited,chairo.vic.edu.au,Drouin,Victoria,Y,,,Y,Y,,Y,,,drouin@chairo.vic.edu.au,
The Community Of The Holy Name,www.chnmelb.com.au,Cheltenham,Victoria,,,,,,,Y,,,chnmelb@bigpond.com,
The Rigg Memorial Trust Fund,,Melbourne,VIC,Y,,,,,,,,,charitableadmin@eqt.com.au,1800 011 047
Nhw Pennydale Incorporated,https://www.facebook.com/groups/726631200749574,Cheltenham,Victoria,,,,,Y,,,,,dscreen@optusnet.com.au,408101746
Rado Family Foundation,,Melbourne,Victoria,,,,,,,,,,tania@keeghan.com.au,
Sunshine Rsl Sub-Branch Patriotic Fund,,Melbourne,VIC,,,Y,,,,,,,charity@rslvic.com.au,
Church Of The Ascension Anglican Church Springvale,,Springvale,Victoria,,,,,Y,Y,Y,Y,,ascensionspringvale@gmail.com,
Berrabri Pre School Association Inc,,Scoresby,Victoria,Y,,,,,,,,,berrabri.pres@gmail.com,
Wyndham Common Equity Rental Housing Co Operative Ltd,,,,,,,,,,,,,wyndhamcerc@gmail.com,
Light Community Baptist Church,www.lightcommunity.org.au,Ringwood East,Victoria,,,,Y,Y,,,,,info@lightcommunity.org.au,
J Askew Estate,,Melbourne,VIC,,,,,,,,,,charitableadmin@eqt.com.au,
Hope Centre Incorporated,www.hopecentreglenroy.com,Glenroy,VIC,,,,Y,Y,,,,,tessv1326@gmail.com,
Maldon Urban Landcare Inc.,,Maldon,Victoria,,,,,,,,,,maldonurbanlandcare@gmail.com,0407 770 350
Lam Australia Research Alliance,,,,,,,,,Y,,,,mneustein@n-urban.com,02 9387 1899
Carers Victoria Limited,https://www.carersvictoria.org.au,Melbourne,Victoria,,,Y,Y,Y,Y,Y,Y,Y,ceo@carersvictoria.org.au,1800 514 845
The Trustee For The Doepke Foundation,,Adelaide,SA,,,,,,,,,,philanthropy@aetlimited.com.au,
The Trustee For St Patricks Cathedral Melbourne Music Trust,,East Melbourne,Victoria,,,,Y,Y,,,,,joe.viola@cam.org.au,
The Australian Cartoon Museum Inc,www.theaustraliancartoonmuseum.com.au,The District  Docklands,VIC,Y,,,Y,,,,,,jim@cartoonmuse.com,03 97346861
Maroondah City Church Incorporated,mcchurch.org.au,Warranwood,Victoria,,,,Y,Y,,,,,office@mcchurch.org.au,
Christian College Geelong Foundation Ltd,www.ccgfoundation.org.au,Highton,Victoria,Y,,,Y,Y,Y,Y,Y,,finance@ccg.vic.edu.au,03 52411899
The Simonds Family Foundation,,,,,,,,,,,,,,
Home Grown Musicals (Aus) Ltd.,http://www.homegrownaus.com/,Dallas,Victoria,,,,,,Y,,Y,,homegrown@homegrownaus.com,419273914
Little Paws And Big Paws Animal Rescue Inc,,,,,,,,,,,,,lpbpanimalrescue@gmail.com,
Siasi Uesiliana Tauataina O Tonga 'I Aositelelia,https://www.sutt.org.au/,Berkshire Park,NSW,,,,,,,,,,office@sutt.org.au,02 4574 0257
Gods Royal Assembly Inc,https://www.godsroyalassembly.org.au,Maidstone,Victoria,,,,Y,Y,,Y,,Y,godsroyalassembly.au@gmail.com,
The King David School Elc Limited,https://www.kds.vic.edu.au/,Armadale,Victoria,Y,,,,,,,,,rod.kenning@kds.edu.au,395270115
The Trustee For Reddie Arthur Daniel Estate,,Melbourne,VIC,,,,,,,,,,charitableadmin@eqt.com.au,
Kindred Spirits Enterprises,www.kindredspirits.org.au,Morwell,Victoria,Y,,Y,Y,Y,Y,Y,Y,,smallia@kindredspirits.org.au,417116314
Good Old Days Working Farm Museum Inc,,Deanside,Victoria,,,,,,,,,,mcachia506@gmail.com,506
Connextions Limited,www.connextions.org.au,West Wodonga,Victoria,,,Y,Y,,,,,,finance@connextions.org.au,407299777
The Trustee For The Anglican Diocese Of Melbourne Aborigines' Trust Fund,www.melbourneanglican.org.au,Melbourne,VIC,,,,,,,,,,acnc@melbourneanglican.org.au,
Orthosport Victoria Research Unit Ltd,www.osv.com.au,Richmond,Victoria,,,,,,,,,,jfeller.research@osv.com.au,390385200
True Buddha School Buddhist Meditation Association Inc,www.shanming.org.au,Huntingdale,Victoria,,,,,Y,,,,,tbs.eastvic@gmail.com,
Frankston Rsl Sub Branch Inc,https://www.frankstonrsl.com.au,Frankston,Victoria,,,Y,,,,,,,browlands@frankstonrsl.com.au,03 8792 4400
U3A Croydon Inc,https://u3acroydon.org.au/,Croydon,Victoria,Y,,,,,Y,,Y,,secretary@u3acroydon.org.au,
Meunasah Aceh Ltd,,,,,,Y,,Y,,Y,,Y,meunasah.aceh@outlook.com,
Support 4 Employment Limited,www.s4e.org.au,Footscray,Victoria,,,Y,,,Y,Y,Y,Y,neil@s4e.org.au,396890600
Games For Change Asia-Pacific Pty. Ltd.,https://apac.gamesforchange.org/,Melbourne,Victoria,Y,,,Y,,Y,,Y,,info@g4capac.org,1300360925
Central Service Office Victoria Ltd.,aavictoria.org.au,Richmond,VIC,,,Y,,Y,Y,,Y,,tom@thomasmoore.com.au,400850859
International Association Of Chiron Healers Incorporated,www.iachi.com,Ballarat North,Victoria,,,,,Y,Y,,Y,,secretary@iachi.com,417875305
Journey Australia Ltd,journeyaustralia.org,Hawthorn,Victoria,,,,,,Y,,Y,,david@journeyaustralia.org,420647990
Nagle College,www.nagle.vic.edu.au,Bairnsdale,VIC,Y,,,Y,,,,,,,
Akaal Shaouni Limited,,Langwarrin,Victoria,Y,,,,Y,,,,,info@sikhvolunteersaustralia.org,
The Trustee For The Ara Research Trust,,Sydney,New South Wales,,,,Y,,,,,,admin@rheumatology.org.au,
Melbourne Eternal Church (Mec) Incorporated,eternalmelbourne.com.au,Docklands,Victoria,,,,Y,Y,,,,,finance@eternalmelbourne.com.au,433723195
Experience Life,https://www.adam.org.au,Gembrook,Victoria,,Y,Y,Y,,Y,,Y,,admin@adam.org.au,03 5968 4579
Solomon Family Charitable Trust,,,,,,,Y,,,,,,sarah@duncraig.com,
The Trustee For The Y K Ong Memorial Fund,,,,,,,,,,,,,ong3178@gmail.com,3178
Melbourne Steam Traction Engine Club Incorporated,www.melbournesteam.com.au,Scoresby,Victoria,,,,Y,Y,Y,,Y,,Melbsteam.Sec@gmail.com,
Catholic Education Office Warragul,www.ceosale.catholic.edu.au,Warragul,VIC,Y,,,Y,,,,,,,
Morwell Rsl Sub-Branch Patriotic Fund,,Melbourne,VIC,,,Y,,,,,,,charity@rslvic.com.au,(03) 9655 5558
St Stephens Anglican Church Belmont,www.ststephensbelmont.org.au,Belmont,Victoria,,,,,Y,Y,Y,Y,Y,pmosborn@bigpond.com,
Poets Grove Family And Children'S Centre Inc.,http://poetsgrove.com/,Elwood,Victoria,,,Y,,,,,,,manager@poetsgrove.com,399559855
Partisans Australia Inc.,http://www.partisansaustralia.org,Drouin,Victoria,,,Y,Y,Y,Y,Y,Y,Y,partisansnationalsecretary@gmail.com,
St Bernadettes Catholic Church North Sunshine,https://www.cam1.org.au/sunshinenorth,Sunshine North,VIC,,,,Y,Y,Y,Y,Y,Y,sunshinenorth@cam.org.au,
Nazareth United Pentecostal Church Inc.,,Boronia,VIC,,,,Y,Y,Y,Y,Y,Y,kotuang@gmail.com,469755565
Baha'I Community Of Merri-Bek,,Brunswick,VIC,,,,,Y,,,,,,
Wurruk Community House Inc,https://www.facebook.com/WurrukCommunityHouse,Wurruk,VIC,,,Y,Y,Y,Y,Y,Y,Y,team@wurrukch.org.au,0447 410 584
Young People'S Legal Rights Centre Inc,www.youthlaw.asn.au,Carlton,Victoria,,Y,Y,Y,,Y,Y,Y,Y,info@youthlaw.asn.au,91139500
The Humble Mission Of Melbourne Incorporated,www.facebook.com/thehumblemission/,Hillside,Victoria,,,Y,Y,Y,Y,Y,Y,Y,thehumblemission@hotmail.com,409981561
Sea-Legal Charity,https://sea-charity.com/,Hughesdale,Victoria,,,Y,,,,Y,,,enquiries@sea-legal.com,403602837
St Malachy'S School,,Edenhope,VIC,Y,,,Y,Y,Y,Y,Y,,principal@smedenhope.catholic.edu.au,
Oasis Baptist Church Independent,,,,,,,,Y,,,,,oasisbaptist@optusnet.com.au,
Swan Bay Environment Association Inc.,http://www.swanbayenvironment.org.au,Queenscliff,Victoria,,,,,Y,,,,,evamutton@bigpond.com,423502218
The Marin Charitable Trust,,Melbourne,Victoria,,,,,Y,,Y,,,bernardm@marinaccountants.com.au,396459229
Elf Squad Inc,http://www.elfsquad.com.au,Geelong,Victoria,,,Y,,Y,,,,,hello.elf@elfsquad.com.au,422966498
Belgium Avenue Neighbourhood House Incorporated,www.banhinc.com.au,Richmond,Victoria,,,Y,Y,Y,Y,Y,Y,,banh.admin@internoe.on.net,
Crystal Lee Foundation Incorporated,crystallee.org,Port Fairy,Victoria,Y,,Y,Y,Y,Y,Y,Y,Y,office@crystallee.org,491739269
The Bible Museum,www.thebiblemuseum.com.au,St Arnaud,Victoria,,,,,,,,,,info@thebiblemuseum.com.au,(03) 5495 1169
The Trustee For Australian Wool Education Trust,http://www.woolwise.com,Kensington,Victoria,Y,,,Y,,,,,,Peterj.sommerville@bigpond.com,418223941
The Sweethearts Foundation Inc,www.sweethearts.com.au,Geelong,Victoria,,,,,,Y,Y,,,michael@sweethearts.com.au,
Noble Park Christian Church,,Springvale South,Victoria,,,,,Y,Y,,Y,,susancarolowen@yahoo.com.au,
United Pentecostal Church Of Lynbrook Inc.,www.upclynbrook.com.au,Lynbrook,Victoria,,,,Y,Y,Y,Y,Y,Y,Daniel.gabriel@upca.org.au,
The Friends Of The Castlemaine Art Museum Incorporated,instagram.com/friends_of_cam,Castlemaine,Victoria,,,,,,,,,,mrigg@ozemail.com.au,407067254
The Trustee For The Inner North Community Foundation Charitable Fund,www.innernorthfoundation.org.au,Northcote,VIC,,,,,,,,,,,
Our Lady Chin Community,,Sunshine West,Victoria,,,,Y,Y,Y,Y,Y,Y,cfo4you01@gmail.com,422355003
Uca - Dingee,,Dingee,Victoria,,,,,Y,,,,,lmucapresbytery@gmail.com,
The Trustee For Doncaster Community Church Of Christ Tax Deduction Gift Fund,www.doncasterchurch.org.au,Doncaster,Victoria,,,,Y,Y,Y,Y,Y,,office@doncasterchurch.org.au,
Centre For Non-Violence,http://cnv.org.au,Bendigo,Victoria,,,,Y,Y,Y,Y,Y,Y,laurend@cnv.org.au,
Harold And Marie Mcilwain Foundation,,Adelaide,SA,,,,,,,,,,philanthropy@aetlimited.com.au,881271905
Melbourne Glory Church Inc,http://www.mgc.org.au,Balwyn,Victoria,,,,,,,,,,accounts@glorycitychurch.com,
South Camberwell Uniting Church Gospel Hall,https://sthcamberwell.ucavictas.org.au/,Camberwell,VIC,,,,Y,,,,,,admin@scgh.org.au,
Amal Youssef Foundation Inc.,,St Albans,VIC,,,Y,,,,,,,,
Door Of Faith Church Inc,,Somerville,Victoria,,,,Y,Y,Y,,Y,,dooroffaithchurch@bigpond.com,
St Johns Lutheran Primary School Portland,https://stjohnsportland.com.au/,Portland,Victoria,Y,,,Y,,,,,,,
Sant Nirankari Mandal Australia Inc,WWW.nirankari.org/australia,,,,,,Y,Y,Y,,Y,,vinodahluwalia@hotmail.com,433045538
Hillsong Citycare,www.hillsong.com,Norwest,NSW,,,,,,,,,,hello@hillsong.com,02 8853 5353
Trinity Grammar School Kew,,Kew,Victoria,Y,,,Y,,,,,,davidsont@trinity.vic.edu.au,
The George Hicks Foundation Ltd.,www.georgehicksfoundation.org.au,Melbourne,Victoria,,,Y,Y,Y,,,,Y,gitz.naidu@appliedinternational.com,03 9656 5523
Open House Christian Involvement Centres,www.openhousecic.org.au,Macleod,Victoria,,,,Y,Y,Y,Y,Y,Y,pburgess@openhousecic.org.au,(03) 9450 7600
North-Eastern Montessori School Association,https://www.northeastern.vic.edu.au/,St Helena,St Helena Victoria,Y,,,Y,,,,,,hello@northeastern.vic.edu.au,03 9438 3202
Reachout Enterprises Ltd,www.olivet.vic.edu.au,Campbells Creek,Victoria,Y,,,Y,Y,Y,Y,Y,,admin@olivet.vic.edu.au,354723817
Victorian Blue Light Youth Camp Inc,http://www.bluelightcamp.com.au,Maldon,Victoria,,,,Y,,Y,Y,Y,Y,info@bluelightcamp.com,
Early Childhood Management Services Inc,www.ecms.org.au,Northcote,Victoria,Y,,,,,,,,,ecms@ecma.org.au,03 8481 1100
The Trustee For Price Coulsell Wilson Fund,,Melbourne,VIC,,,,,,,,,,charitableadmin@eqt.com.au,
Merri Creek Management Committee Inc,www.mcmc.org.au,Brunswick East,Victoria,,,,,,,,,,luisa@mcmc.org.au,61393808199
Wonthaggi & District Elderly Citizens Homes Inc,http://roselodge.net.au,Wonthaggi,VIC,,,,,,Y,Y,Y,Y,admin@roselodge.com.au,
Tamil Educational Cultural & Charitable Association,www.tecca.org.au,Deanside,Victoria,,,Y,Y,Y,Y,,Y,,contactus@tecca.org.au,397471135
Ivanhoe Grammar School - Friends Of Plenty Performing Arts,,,,Y,,,Y,,,,,,peter.swain@ivanhoe.com.au,
Hastings Seafarers Centre Inc,http://www.mts.org.au/hastings.html,Hastings,VIC,,,,,,Y,,Y,,hastings@mts.org.au,
Everlasting Light Worship Centre,,,,,,,,,,,,,atapana.ete@gmail.com,
Genazzano Fcj College Limited,www.genazzano.vic.edu.au,Kew,Victoria,Y,,,Y,,,,,,businessoffice@genazzano.vic.edu.au,613 8862 1000
The Trustee For Estate J J Gardiner,,Melbourne,VIC,,,Y,,,,,,,charitableadmin@eqt.com.au,386235000
Greek Orthodox Archdiocese Of Australia Consolidated Trust Parish Of St Johns North Carlton,,North Carlton,VIC,,,,,,,,,,chancellor@greekorthodox.org.au,
Shepparton Church Of Christ,www.sheppartonchurchofchrist.org.au,Shepparton,Victoria,,,,,Y,,Y,,,secretary@sheppartonchurchofchrist.org.au,358217699
Ag Leech Kindergarten Inc,,Maryborough,Victoria,Y,,,,,,,,,agleech.pag@kindergarten.vic.gov.au,408327928
Rippon Lea Endowment Fund Ltd,,Endeavour Hills,VIC,,,,,,,,,,,
The Ark Of Veterans,,Lang Lang,Victoria,,,,,,,,,,motorhound@aol.com.au,
Australian Pituitary Foundation,www.pituitary.asn.au,Keperra,Queensland,,,Y,Y,Y,Y,,Y,,support@pituitary.asn.au,1300331807
The Trustee For Richard Pratt Fellowships In Prostate Cancer,,Southbank,Victoria,,,,,,,,Y,,ian.allen@theprattfoundation.org,03 92474777
Trustees Of The Daughters Of Charity Of Saint Vincent De Paul,www.daughtersofcharityrosalierendu.org,Marsfield,NSW,,,,,,,,,Y,kjoos@daughtersofcharity.org.au,(02)98868950
H.F. Radio Club Incorporated,https://hfradioclub.com.au,Charters Towers,Queensland,Y,,,,,Y,,Y,,hfrc.secretary@hfradioclub.com.au,491349691
St Peters College,www.stpeters.vic.edu.au,Cranbourne,VIC,Y,,,Y,,,,,,,
The Russian Imperial Order Of Saint Michael Archangel,,Keysborough,Victoria,,,,,Y,,,,Y,fr.michael@ruscare.com.au,0418 105 140
Engineers Without Borders Australia Ltd,www.ewb.org.au,North Melbourne,VIC,,,Y,,,,,,,,
Reformed Presbyterian Church Of Australia - Mckinnon,,,,,,,,,,,,,john.allan.nelson@gmail.com,
Bairnsdale Presbyterian Church,www.bairnsdalechurch.org.au,Bairnsdale,,,,,,Y,,,,,bairnsdalepctreasurer@gmail.com,
Masih Church Melbourne Inc.,masihchurch.com.au,Aintree,Victoria,,,,Y,Y,Y,,Y,,masihchurchmelbourne@gmail.com,403371112
Quest Foundation Inc,,Kew,Victoria,,,Y,,,,,,,agraham@questps.com.au,
Housingfirst Ltd,www.housingfirst.org.au,Melbourne,Victoria,,,Y,,,,,,Y,info@housingfirst.org.au,(03) 9534 5837
The Stagemaster Inc,https://www.thestreet.org.au/,Canberra,Australian Capital Territory,,,,Y,Y,Y,,Y,,street@thestreet.org.au,262471519
Aged Care Services 16 (Millward) Pty Ltd,https://japara.com.au/,Sydney,New South Wales,,,Y,,,,Y,,,,
Habitat Restoration Fund,hrfund.org,Dromana,Victoria,,,,,Y,Y,,Y,,info@hrfund.org,
Bass Coast Landcare Network Inc,basscoastlandcare.org.au,Bass,Victoria,,,,Y,Y,Y,Y,Y,,david.bateman@basscoastlandcare.org.au,
The Legacy Club Of Shepparton Inc,,Shepparton,Victoria,,,Y,,,,,,,shepleg@bigpond.com,358215525
Field Naturalists Club Of Ballarat Incorporated,http://fieldnatballarat.wordpress.com,Ballarat West,Victoria,,,,Y,Y,,,,,ballaratfnc@gmail.com,
Anglican Parish Of Hamilton,www.hamiltonanglican.org.au,Ballarat,VIC,,,,,,,,,,registrar@ballaratanglican.org.au,
Rdns Homecare Limited,www.boltonclarke.com.au/,Kelvin Grove,QLD,,,,,,Y,,Y,,,
Beacon Community Connections Inc,https://www.beaconcc.org.au/,Shepparton,VIC,,,Y,,Y,Y,Y,Y,Y,accounts@sheppbaptist.com.au,
Mccredden Charitable Trust,,Melbourne,Victoria,,,,Y,Y,,Y,,Y,gavin.wright@wrightplanning.com.au,396624255
Piers K Fowler Scholarship Fund Ltd,,Hawthorn East,Victoria,Y,,,,Y,,,,,sue-jcf@bigpond.net.au,
Racing Hearts Therapy Incorporated,www.racinghearts.com.au,Moorooduc,Victoria,,,Y,Y,Y,Y,Y,Y,Y,Lisa@racinghearts.com.au,400519483
Sophia Resources Inc,,,,,,,,,Y,,Y,,jonknewton@yahoo.com.au,
Coptic Orthodox Patriarchatest George Church,,Croydon,,,,,Y,,,,,,,
Kangaroo Ground Presbyterian Church,http://www.kgpc.org.au,Kangaroo Ground,Victoria,,,,Y,Y,,,,,info@kgpc.pcvic.org.au,
Glory International Church,,Templestowe Lower,Victoria,,,,Y,Y,Y,Y,Y,Y,cakarl@optusnet.com.au,
Right Track Services Inc.,,Ringwood North,Victoria,,,,,,,,,,rts@rts.org.au,
Garden Of Hope Mildura Inc,www.gardenofhopemildura.org,Cabarita,Victoria,,,,Y,Y,Y,Y,Y,,gardenofhopemildura@gmail.com,
Eastern Hills Community Church,ehillschurch.com,Croydon Hills,Victoria,,,,Y,Y,Y,Y,Y,,admin@ehillschurch.com,
Xavier College Ignatius Education Fund,https://www.xavier.vic.edu.au/our-future/our-foundation,Kew,Victoria,Y,,,Y,,,Y,Y,,foundation@xavier.vic.edu.au,
Eastern Chinese Christian Church Incorporated,www.covenantchurch.org.au/,Dandenong North,Victoria,,,,,,,,,,eccc1melb@yahoo.com.au,03 9792 1541
The Trustee For The Melbourne Church Of Christ Miscellaneous Trust,www.melbournecoc.org,Cheltenham,Victoria,,,,,Y,,,,,admin@melbournecoc.org,
Good Shepherd Parish,http://www.goodshepherdpar.org.au,Wheelers Hill,VIC,,,,Y,Y,Y,Y,Y,Y,mulgrave@cam.org.au,
Dicker Harry Trust,,Melbourne,VIC,,,,,,,,,,charitableadmin@eqt.com.au,
Melbourne Chinese Theatre Inc.,www.melbournechinesetheatre.com,Carlton,Victoria,Y,,,,,,,,,info@melbournechinesetheatre.com,478836572
Avoca Sub-Branch Of The Returned & Services League Of Australia (Victorian Branch) Inc,,Avoca,Victoria,,,,Y,Y,Y,Y,Y,Y,avocnews@iinet.net.au,
Murrayville Memorial Bush Nursing Hospital Incorporated,,Murrayville,Victoria,,,,,,,,,,michelleahand@gmail.com,439823919
Jesus Youth Australia,www.jesusyouth.org.au,Northcote,Victoria,,,,,Y,,,,,officedesk@jesusyouth.org.au,402991468
The Trustee For Bendigo Health Care Group Foundation Charitable Trust,http://www.bendigohealthfoundation.org.au/,Bendigo,Victoria,,,Y,,,,,,,finance@bendigohealth.org.au,
Legend Park Pre School Assoc Inc,https://legendpark.org/,,,Y,,,Y,,,,,,lppsworkgroup@yahoo.com,
Pink Cross Foundation Australia Inc,https://pinkcross.org.au/,South Melbourne,Victoria,,,Y,,Y,Y,Y,Y,,info@pinkcross.org.au,
Derrinallum Rsl Sub-Branch Patriotic Fund,,Melbourne,VIC,,,,,,,,,,charity@rslvic.com.au,
Linger Longer Country Common Equity Rental Co-Operative Ltd,,Yarrawonga,VIC,,,Y,,,,,,,leon.debbie@bigpond.com,
Awhi Melbourne Inc,,Manor Lakes,Victoria,,,Y,Y,Y,Y,Y,Y,Y,,
Reach 4 Your Future Foundation Inc.,www.reach4yourfuturefoundation.org,Malvern,VIC,Y,,,,,,,,,president@reach4yourfuturefoundation.org,411850462
Space2B Social Design Inc.,www.space2b.com.au,St Kilda,Victoria,Y,,Y,,,,,,,janine@space2b.com.au,413678144
Wirn Wirn Dook Common Equity Rental Housing Co-Operative Ltd,,Maffra,VIC,,,,,,,,,,dragonladyovery@hotmail.com,
The Mildura Life Saving Club Incorporated,www.milduralifesaving.com,Mildura,VIC,,,Y,Y,Y,,,,,secretary@milduralifesaving.com,0419 581 265
South Warrnambool Presbyterian Church,warrnamboolpc.org.au,Warrnambool,Victoria,,,,,,,,,,office@warrnamboolpc.org.au,03 5562 2029
Boroondara General Cemetery,www.kewcemetery.com.au,Kew,Victoria,,,,Y,Y,,Y,,,h.robins@kewcemetery.com.au,
Fitzroy Legal Service Inc,https://fls.org.au/,Fitzroy,Victoria,,,Y,,Y,Y,Y,Y,Y,,
The Trustee For The Alan Missen Foundation,,Melbourne,VIC,Y,,,,,,,,,eugenek@marinaccountants.com.au,03 9645 9229
St Brendan'S Catholic Church - Cororooke,https://www.ballarat.catholic.org.au/parish/cororooke/,Coragulac,VIC,,,,,,,,,,cororooke@ballarat.catholic.org.au,
Trustees Of The Vincentian Fathers,,Marsfield,New South Wales,,,,,,,,,,inquiry@cmaustralia.org,
Geelong Interfaith Network,www.geelonginterfaith.org.au,Newcomb,Victoria,,,,,,,,,,geelonginterfaith@gmail.com,412191971
Society Of Environmental Toxicology And Chemistry Asia-Pacific,setacap.org,Cleveland,Queensland,Y,,,,,,,,,ap@setac.org,738211452
Buddhist Council Of Victoria,www.bcv.org.au/,Mitcham,Victoria,,,,,Y,,,,,administrator@bcv.org.au,04 2296 1162
Mangroves Common Equity Rental Housing Co-Operative Limited,,Carrum Downs,Victoria,,,Y,,,,,,,mangrovestreasurer@outlook.com,
The Trustee For The Victorian Medical Radiation Practitioners Education Trust,www.vmrpet.com.au,Port Melbourne,Victoria,Y,,,,,,,,,vmrpet@vmrpet.com.au,(03) 9416 3833
Shared Learning & Activities Murtoa Incorporated,,Murtoa,Victoria,,,Y,,,,,,,,
Bosna & Hercegovina Islamic Society,,Noble Park,Victoria,,,,,Y,Y,,Y,,mb@bunnettbassal.com.au,
Super Cro,www.supercro.com,South Coogee,NSW,,,,,Y,Y,Y,Y,Y,pm@supercro.com,403386017
The Trustee For Nafsika Stamoulis Foundation,,,,,,,,,,,,,phloridesgallo@phloridesgallo.com.au,
North Ringwood Playgroup Inc.,www.northringwoodplaygroup.com.au,North Ringwood,VIC,Y,,,,Y,,,,,nringwoodplaygroup@gmail.com,422671812
Revival Centres International - Morwell,www.revivalcentres.org/morwell,Morwell,Victoria,,,,Y,Y,,,,,,
Inverloch Jazz Festival Inc.,inverlochjazzfestival.com,Inverloch,Victoria,,,,,,Y,,Y,,trevkey@gmail.com,415696897
Sunnyside Kindergarten Association Inc,www.sunnysidekindergarten.org.au,Malvern East,Victoria,Y,,,,,Y,,Y,,hello@sunnysidekindergarten.org.au,
